担当者,アーティスト,曲名（optional）,URL,Happy/Excited,Angry/Frustrated,Tired/Sad,Relax/Chill,ジャンル,id,name,artists,genre,popularity,duration_ms,tempo,key,mode,key_confidence,energy,danceability,valence,instrumentalness,acousticness,loudness,segments_count,segments_avg_duration,beats_count,beats_regularity
Chen,Zhou Shen,不群,https://open.spotify.com/intl-ja/track/7LU1ryawADvuQdOeI8dIgf?si=c17d8d01928b4674,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,その他,7pZYb3XtZ0wMtORwnVY9SE,像我这样的人,['Mao Buyi'],singer-songwriter,57.0,207466.0,123.05,0.0,0.0,0.58,0.27,0.44,0.4,0.78,0.97,0.41,56.0,0.49,56.0,0.89
Chen,Zhou Shen,少管我,https://open.spotify.com/intl-ja/track/5a4SBwm8Q4Wjlr0Mckt8eP?si=475a361d7ba640de,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング,5KYc5q2RrnMZvyrgPIPl7H,不染 (電視劇《香蜜沉沉燼如霜》主題曲),['Mao Buyi'],singer-songwriter,54.0,325844.0,136.0,10.0,0.0,0.47,0.35,0.44,0.5,0.75,0.96,0.22,67.0,0.44,67.0,0.91
Chen,Zhou Shen,小美满,https://open.spotify.com/intl-ja/track/2SBFE0qlDBhzus5b3qqxBM?si=bff9941f371d4281,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,その他,0hc5lxi2djlBYfplTdkPrv,一荤一素,['Mao Buyi'],singer-songwriter,47.0,281346.0,143.55,8.0,0.0,0.56,0.27,0.55,0.36,0.79,0.97,0.38,34.0,0.42,34.0,0.9
Chen,Zhou Shen,虚构,https://open.spotify.com/intl-ja/track/0DuvYuVUIgt9wIL8joZw55?si=07dbe849f43248f2,Relax/Chill,Tired/Sad,Tired/Sad,Tired/Sad,鬱ソング,298LjjcBvuQCAlwUWb9dKb,像晴天像雨天（电视剧《难哄》心动曲）,['Silence Wang'],,75.0,,129.2,2.0,1.0,0.65,0.33,0.6,0.8,0.77,0.95,0.27,29.0,0.46,29.0,0.94
Chen,Zhou Shen,画绢,https://open.spotify.com/intl-ja/track/0cHqvwlWZ2MgjkH2AXUnS0?si=d43ceb90231540dd,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,その他,5W3jFFv3nhHTXAswzjKfPw,有点甜,"['BY2', 'Silence Wang']",pop,65.0,235200.0,105.47,4.0,1.0,0.5,0.32,0.44,0.79,0.76,0.94,0.28,51.0,0.57,51.0,0.91
Chen,Zhou Shen,璀璨冒险人,https://open.spotify.com/intl-ja/track/3RAOcDd4ejTf6Flh7XmAsA?si=f368cffddd904641,Happy/Excited,Relax/Chill,Relax/Chill,Happy/Excited,応援ソング,2g2ijHf5RMKd7Kk67aAsgS,一笑倾城（《微微一笑很倾城》电视剧片头曲）,['Silence Wang'],pop,54.0,231910.0,117.45,0.0,1.0,0.57,0.32,0.45,0.79,0.76,0.95,0.31,58.0,0.51,58.0,0.93
Chen,Zhou Shen,自己按门铃自己听,https://open.spotify.com/intl-ja/track/7lGT2uMV7ZhaGFaCkBG20I?si=3bb8c621d375485b,Angry/Frustrated,Angry/Frustrated,Tired/Sad,Angry/Frustrated,鬱ソング,74lC7KcsNKiquk4FLvYOPy,剑魂,['Silence Wang'],singer-songwriter,49.0,,123.05,0.0,1.0,0.56,0.34,0.47,0.8,0.76,0.95,0.29,58.0,0.49,58.0,0.93
Chen,Zhou Shen,大鱼,https://open.spotify.com/intl-ja/track/0FfdtQrD9kT42o6Anv4uDn?si=11566798c2fd4b9f,Tired/Sad,Relax/Chill,Tired/Sad,Tired/Sad,鬱ソング,5LS6LObLmSCFgYXNOsBylg,不分手的恋爱,['Silence Wang'],singer-songwriter,44.0,,84.72,11.0,1.0,0.52,0.31,0.4,0.78,0.76,0.94,0.32,40.0,0.71,40.0,0.87
Chen,Mao Buyi,感觉自己是巨星,https://open.spotify.com/intl-ja/track/0888F3oca9HPY6JGa0jRbh?si=43f28cc341704891,Happy/Excited,Happy/Excited,Relax/Chill,Happy/Excited,その他,7pSHVmCVBw8QJyH8tK89lx,年轮,['Silence Wang'],singer-songwriter,47.0,245822.0,143.55,6.0,1.0,0.53,0.32,0.44,0.8,0.75,0.95,0.29,70.0,0.42,70.0,0.91
Chen,Mao Buyi,消愁,https://open.spotify.com/intl-ja/track/7x3WCjRe4YW0z6W1OxOvc1?si=12afeaf5ba3f451f,Relax/Chill,Tired/Sad,Tired/Sad,Tired/Sad,その他,37p4DPyJObyhQKEnrpsZ5d,全世界陪我失眠,['Silence Wang'],singer-songwriter,46.0,238105.0,129.2,4.0,1.0,0.58,0.32,0.44,0.8,0.76,0.96,0.31,61.0,0.46,61.0,0.9
Chen,Mao Buyi,无问,https://open.spotify.com/intl-ja/track/0AvsoZYyfXNPj264qYb4e1?si=2af69d12f2dc49f4,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,その他,4FhJ7YSRxATHnaRg4nGs6t,小情歌,['sodagreen'],mandopop,65.0,273573.0,112.35,2.0,1.0,0.48,0.34,0.49,0.79,0.75,0.94,0.23,29.0,0.53,29.0,0.89
Chen,Mao Buyi,如果有一天我变得很有钱,https://open.spotify.com/intl-ja/track/2jhZ18AkoecbWYsZVzRsUu?si=01e5b130f7e44b3a,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,その他,0SH79vh3rXHDWFwerUsAkZ,下雨的夜晚,['sodagreen'],mandopop,55.0,270373.0,136.0,3.0,0.0,0.43,0.32,0.42,0.47,0.75,0.97,0.27,64.0,0.44,64.0,0.91
Chen,Mao Buyi,像我这样的人,https://open.spotify.com/intl-ja/track/7pZYb3XtZ0wMtORwnVY9SE?si=5b213d38b52145eb,Relax/Chill,Tired/Sad,Tired/Sad,Tired/Sad,その他,1aIDmi7GhfDSVGzsPH3cV4,當我們一起走過,['sodagreen'],mandopop,53.0,284853.0,152.0,10.0,0.0,0.59,0.33,0.58,0.5,0.76,0.95,0.25,33.0,0.39,33.0,0.94
Chen,Mao Buyi,不染,https://open.spotify.com/intl-ja/track/5KYc5q2RrnMZvyrgPIPl7H?si=7d91048726be4d0b,Tired/Sad,Tired/Sad,Tired/Sad,Tired/Sad,その他,6yh3aP8HuImur7v8p1P8fz,"起風了 (電視劇《加油, 你是最棒的》主題曲)",['吳青峰'],singer-songwriter,60.0,313565.0,161.5,6.0,0.0,0.53,0.32,0.49,0.5,0.76,0.96,0.25,79.0,0.37,79.0,0.9
Chen,Mao Buyi,一荤一素,https://open.spotify.com/intl-ja/track/0hc5lxi2djlBYfplTdkPrv?si=36d5f1475f494bfb,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,家族ソング,4GKpv9f2Rqa9rThTJVivSM,聽媽媽的話,['Jay Chou'],mandopop,56.0,265573.0,92.29,10.0,0.0,0.55,0.31,0.44,0.44,0.76,0.96,0.27,46.0,0.65,46.0,0.94
Chen,Silence Wang,像晴天像雨天,https://open.spotify.com/intl-ja/track/298LjjcBvuQCAlwUWb9dKb?si=9dd324fecd3340db,Relax/Chill,Relax/Chill,Tired/Sad,Tired/Sad,恋愛ソング,10VuSw48iPN2UK2xX9Y6P0,青花瓷,['Jay Chou'],mandopop,64.0,239346.0,107.67,11.0,1.0,0.55,0.31,0.48,0.75,0.77,0.96,0.31,51.0,0.56,51.0,0.92
Chen,"Silence Wang, BY2",有点甜,https://open.spotify.com/intl-ja/track/5W3jFFv3nhHTXAswzjKfPw?si=0ee194e2305947f9,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング,69pyHCoBn4Ki0BzDJ2xPGI,稻香,['Jay Chou'],mandopop,61.0,223453.0,161.5,4.0,1.0,0.67,0.35,0.51,0.81,0.75,0.93,0.22,76.0,0.37,76.0,0.95
Chen,Silence Wang,一笑倾城,https://open.spotify.com/intl-ja/track/2g2ijHf5RMKd7Kk67aAsgS?si=4d065d4bbf8240c6,Happy/Excited,Relax/Chill,Happy/Excited,Happy/Excited,恋愛ソング,24beWW0pQCJEF3IVSpIryu,煙花易冷,['Jay Chou'],pop,53.0,263173.0,156.61,4.0,1.0,0.5,0.31,0.49,0.78,0.77,0.96,0.29,73.0,0.38,73.0,0.95
Chen,Silence Wang,剑魂,https://open.spotify.com/intl-ja/track/74lC7KcsNKiquk4FLvYOPy?si=59f4838f16c44f1c,Happy/Excited,Angry/Frustrated,Relax/Chill,Relax/Chill,その他,6VqSodZ70QwolYazh1TObB,菊花台,['Jay Chou'],mandopop,53.0,293960.0,139.67,5.0,1.0,0.49,0.3,0.45,0.71,0.76,0.97,0.29,65.0,0.43,65.0,0.91
Chen,Silence Wang,不分手的恋爱,https://open.spotify.com/intl-ja/track/5LS6LObLmSCFgYXNOsBylg?si=889a97a889a14611,Tired/Sad,Relax/Chill,Happy/Excited,Tired/Sad,失恋ソング,2tqF9MPNdYdJU70U0ULO23,告白氣球,['Jay Chou'],pop,66.0,215146.0,90.67,6.0,1.0,0.63,0.32,0.42,0.78,0.76,0.96,0.29,45.0,0.66,45.0,0.96
Chen,Silence Wang,年轮,https://open.spotify.com/intl-ja/track/7pSHVmCVBw8QJyH8tK89lx?si=f04846b00c35404b,Relax/Chill,Angry/Frustrated,Tired/Sad,Relax/Chill,失恋ソング,0nFB06940icgftyz7019el,蘭亭序,['Jay Chou'],mandopop,55.0,253960.0,76.0,2.0,1.0,0.45,0.34,0.4,0.78,0.75,0.95,0.24,35.0,0.79,35.0,0.92
Chen,Silence Wang,全世界陪我失眠,https://open.spotify.com/intl-ja/track/37p4DPyJObyhQKEnrpsZ5d?si=67ddf37c36ae4686,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,その他,6J3YmODloSi669U6cKbtTH,千年之戀,['F.I.R.'],mandopop,61.0,228173.0,143.55,10.0,0.0,0.54,0.37,0.51,0.51,0.73,0.92,0.17,67.0,0.42,67.0,0.96
Chen,sodagreen,小情歌,https://open.spotify.com/intl-ja/track/4FhJ7YSRxATHnaRg4nGs6t?si=0ddd76e2075d454b,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング,1b5IRT3iraxjHOsKZx93sW,月牙灣,['F.I.R.'],mandopop,60.0,308546.0,86.13,9.0,1.0,0.5,0.35,0.47,0.78,0.76,0.94,0.21,20.0,0.7,20.0,0.83
Chen,sodagreen,下雨的夜晚,https://open.spotify.com/intl-ja/track/0SH79vh3rXHDWFwerUsAkZ?si=70ddb862a76a4b73,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,失恋ソング,0Q4YuuiCuxIIKUw2fb1cmV,我們的愛,['F.I.R.'],mandopop,66.0,287026.0,136.0,10.0,0.0,0.49,0.36,0.5,0.5,0.74,0.95,0.19,65.0,0.44,65.0,0.94
Chen,sodagreen,當我們一起走過,https://open.spotify.com/intl-ja/track/1aIDmi7GhfDSVGzsPH3cV4?si=9a047560e18f401c,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,友情ソング,5GorCbAP4aL0EJ16frG2hd,Boulevard of Broken Dreams,['Green Day'],rock,75.0,262333.0,83.35,8.0,0.0,0.66,0.34,0.45,0.48,0.75,0.97,0.23,13.0,0.72,13.0,0.94
Chen,吳青峰,起風了,https://open.spotify.com/intl-ja/track/6yh3aP8HuImur7v8p1P8fz?si=ea92cd810f944811,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,その他,5GajMY3svgJJa8UfbyNFpu,Wake Me up When September Ends,['Green Day'],punk,39.0,,105.47,6.0,1.0,0.6,0.35,0.43,0.79,0.75,0.96,0.23,50.0,0.57,50.0,0.94
Chen,Jay Chou,聽媽媽的話,https://open.spotify.com/intl-ja/track/4GKpv9f2Rqa9rThTJVivSM?si=1cf982622d09482e,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,家族ソング,4pu474fFUC7hgBBIf2W0S8,21 Guns,['Green Day'],punk,41.0,,166.71,5.0,0.0,0.61,0.36,0.48,0.5,0.74,0.96,0.22,78.0,0.36,78.0,0.93
Chen,Jay Chou,青花瓷,https://open.spotify.com/intl-ja/track/10VuSw48iPN2UK2xX9Y6P0?si=becabe6b304c44be,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング,6HlE0n2QzYKa5A9pEzW7ZU,American Idiot,['Green Day'],punk-rock,37.0,,92.29,8.0,0.0,0.7,0.36,0.43,0.49,0.75,0.95,0.23,35.0,0.65,35.0,0.91
Chen,Jay Chou,稻香,https://open.spotify.com/intl-ja/track/69pyHCoBn4Ki0BzDJ2xPGI?si=0776b36fea6b4f44,Happy/Excited,Happy/Excited,Relax/Chill,Happy/Excited,応援ソング,0lvhEsN1zkMzfp2M1o17yy,Holiday,['Green Day'],,76.0,,143.55,7.0,0.0,0.51,0.36,0.48,0.5,0.75,0.95,0.18,64.0,0.42,64.0,0.92
Chen,Jay Chou,煙花易冷,https://open.spotify.com/intl-ja/track/24beWW0pQCJEF3IVSpIryu?si=7eddb7b92d0843d0,Tired/Sad,Tired/Sad,Tired/Sad,Tired/Sad,失恋ソング,4lXOg3UiW9oli5gT8Lt0pi,Permission,['New Hope Club'],,45.0,,105.47,11.0,0.0,0.53,0.31,0.44,0.49,0.75,0.96,0.29,49.0,0.57,49.0,0.96
Chen,Jay Chou,菊花台,https://open.spotify.com/intl-ja/track/6VqSodZ70QwolYazh1TObB?si=0c7211fb4d9c4d47,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング,3gATMpdrZqQIws1Bks8n0O,Just Don't Know It Yet,['New Hope Club'],,0.0,,143.55,5.0,1.0,0.47,0.28,0.45,0.76,0.78,0.96,0.36,70.0,0.42,70.0,0.89
Chen,Jay Chou,告白氣球,https://open.spotify.com/intl-ja/track/2tqF9MPNdYdJU70U0ULO23?si=b17acea17797452a,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング,2zI9NSx3dncJHCw0QClcx0,Know Me Too Well (with Danna Paola),"['Danna Paola', 'New Hope Club']",,59.0,,123.05,8.0,0.0,0.44,0.34,0.59,0.5,0.75,0.95,0.23,22.0,0.49,22.0,0.93
Chen,Jay Chou,蘭亭序,https://open.spotify.com/intl-ja/track/0nFB06940icgftyz7019el?si=cf660d1336524b43,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,その他,2TWPM6rlvQRozPkg2YHbbA,不要怕&啊杰咯,['莫西子诗'],,34.0,,123.05,3.0,0.0,0.74,0.27,0.47,0.36,0.77,0.98,0.35,58.0,0.49,58.0,0.96
Chen,F.I.R.,千年之戀,https://open.spotify.com/intl-ja/track/6J3YmODloSi669U6cKbtTH?si=508d395422894325,Angry/Frustrated,Angry/Frustrated,Tired/Sad,Tired/Sad,恋愛ソング,25lEZ5PURnBYtKeco2OKOD,拍手歌,['原聲童聲合唱團'],,29.0,,136.0,9.0,1.0,0.52,0.25,0.42,0.64,0.79,0.99,0.39,65.0,0.44,65.0,0.87
Chen,F.I.R.,月牙灣,https://open.spotify.com/intl-ja/track/1b5IRT3iraxjHOsKZx93sW?si=44df80de327249c1,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング,0tgu2SBRkbusq8NRFQo9JH,望春風 - 台語,['Teresa Teng'],pop,38.0,175186.0,123.05,10.0,1.0,0.51,0.3,0.47,0.7,0.76,0.97,0.23,58.0,0.49,58.0,0.92
Chen,F.I.R.,我們的愛,https://open.spotify.com/intl-ja/track/0Q4YuuiCuxIIKUw2fb1cmV?si=2878d6a1db734c66,Tired/Sad,Angry/Frustrated,Tired/Sad,Tired/Sad,失恋ソング,0dkxKoH8Cv4OJJQTHYF9z0,雨夜花 - 台語,['Teresa Teng'],pop,38.0,,86.13,10.0,0.0,0.47,0.29,0.41,0.38,0.77,0.97,0.33,42.0,0.7,42.0,0.87
Chen,Green Day,Boulevard of Broken Dreams,https://open.spotify.com/intl-ja/track/5GorCbAP4aL0EJ16frG2hd?si=55468b3b15994b25,Happy/Excited,Angry/Frustrated,Tired/Sad,Happy/Excited,鬱ソング,49escgLQOKMPWjjLWAFhxr,家後,['Jody Chiang'],mandopop,47.0,253040.0,93.96,4.0,1.0,0.46,0.3,0.46,0.79,0.77,0.95,0.34,45.0,0.64,45.0,0.91
Chen,Green Day,Wake Me up When September Ends,https://open.spotify.com/intl-ja/track/5GajMY3svgJJa8UfbyNFpu?si=be46454e38f545ae,Relax/Chill,Relax/Chill,Tired/Sad,Tired/Sad,家族ソング,6J6ogtNg7D25SPkWcSV6T7,月光,['Tiger Hu'],mandopop,43.0,272026.0,109.96,8.0,0.0,0.5,0.33,0.46,0.49,0.75,0.95,0.28,54.0,0.55,54.0,0.96
Chen,Green Day,21 Guns,https://open.spotify.com/intl-ja/track/4pu474fFUC7hgBBIf2W0S8?si=dcd61908d71a4f5b,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,メッセージソング,05sD6G0xkuoy2PIKGgZwpL,調查中,['糯米Nomi'],,39.0,,82.03,11.0,1.0,0.56,0.33,0.4,0.78,0.76,0.95,0.3,40.0,0.73,40.0,0.85
Chen,Green Day,American Idiot,https://open.spotify.com/intl-ja/track/6HlE0n2QzYKa5A9pEzW7ZU?si=a7d4707e74294647,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング,3OWTiOvc1numNmjqpKfq3V,易燃易爆炸,['陳粒'],singer-songwriter,49.0,202346.0,112.35,5.0,0.0,0.46,0.34,0.45,0.5,0.76,0.93,0.24,51.0,0.53,51.0,0.85
Chen,Green Day,Holiday,https://open.spotify.com/intl-ja/track/0lvhEsN1zkMzfp2M1o17yy?si=929ef159c6044315,Happy/Excited,Angry/Frustrated,Relax/Chill,Happy/Excited,メッセージソング,05Kms0excTlHRel656GZ3U,Monsters,['Katie Sky'],,62.0,,87.59,8.0,0.0,0.67,0.33,0.4,0.48,0.76,0.95,0.28,41.0,0.68,41.0,0.93
Chen,New Hope Club,Permission,https://open.spotify.com/intl-ja/track/4lXOg3UiW9oli5gT8Lt0pi?si=b4bed59cdab34a7a,Happy/Excited,Happy/Excited,Relax/Chill,Happy/Excited,その他,6cGzTAwvGHsmk4CqIAXoJj,我還年輕 我還年輕,['老王樂隊'],indie pop,53.0,347058.0,136.0,8.0,0.0,0.64,0.32,0.45,0.48,0.76,0.97,0.31,64.0,0.44,64.0,0.89
Chen,New Hope Club,Just Don't Know It Yet,https://open.spotify.com/intl-ja/track/3gATMpdrZqQIws1Bks8n0O?si=b706a44db92b4bcc,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング,5ocA068mvMpA2GFPYQo670,身騎白馬,['LaLa Hsu'],mandopop,54.0,313186.0,129.2,10.0,0.0,0.42,0.38,0.45,0.5,0.75,0.94,0.17,63.0,0.46,63.0,0.91
Chen,"New Hope Club, Danna Paola",Know Me Too Well,https://open.spotify.com/intl-ja/track/2zI9NSx3dncJHCw0QClcx0?si=1a6631cc8efa4b13,Happy/Excited,Angry/Frustrated,Relax/Chill,Relax/Chill,恋愛ソング,2sb6AZQLeoD3VgA4zglQB6,魚仔 - 電視劇<花甲男孩轉大人>主題曲,['Crowd Lu'],singer-songwriter,59.0,280954.0,166.71,4.0,1.0,0.55,0.26,0.62,0.75,0.78,0.97,0.39,38.0,0.36,38.0,0.93
Chen,莫西子诗,不要怕,https://open.spotify.com/intl-ja/track/2TWPM6rlvQRozPkg2YHbbA?si=7421101716814237,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,応援ソング,5GpTqiVlGhtFiYGDtyUBv0,血腥愛情故事,['A-Mei Chang'],mandopop,47.0,262333.0,117.45,2.0,1.0,0.51,0.34,0.5,0.79,0.76,0.95,0.23,26.0,0.51,26.0,0.92
Chen,原聲童歌合唱團,拍手歌,https://open.spotify.com/intl-ja/track/25lEZ5PURnBYtKeco2OKOD?si=87b6b9099744485c,Happy/Excited,Relax/Chill,Relax/Chill,Happy/Excited,パーティーソング,2uHMTG5xr9Xk7MrXIWrVUH,玫瑰少年,['Jolin Tsai'],mandopop,56.0,191718.0,132.51,5.0,0.0,0.57,0.31,0.43,0.5,0.78,0.97,0.32,65.0,0.45,65.0,0.89
Chen,Teresa Teng,望春風,https://open.spotify.com/intl-ja/track/0tgu2SBRkbusq8NRFQo9JH?si=53e3c1691230418e,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,失恋ソング,46fURCnWErjFdNM2yBJ2c8,永不失聯的愛,['Eric Chou'],mandopop,66.0,259600.0,84.72,10.0,1.0,0.55,0.31,0.42,0.73,0.76,0.97,0.28,39.0,0.71,39.0,0.91
Chen,Teresa Teng,雨夜花,https://open.spotify.com/intl-ja/track/0dkxKoH8Cv4OJJQTHYF9z0?si=3f17050a6583455f,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,失恋ソング,4ypoimFPt0SuieiBFWXCqH,好想愛這個世界啊,['Hua Chen Yu'],hip-hop,56.0,258834.0,161.5,7.0,1.0,0.6,0.35,0.49,0.81,0.75,0.94,0.23,75.0,0.37,75.0,0.92
Chen,Jody Chiang,家後,https://open.spotify.com/intl-ja/track/49escgLQOKMPWjjLWAFhxr?si=70fd4fd00d25420a,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,家族ソング,2ALk5tEmnuBdjJognQLHzQ,冬天的秘密,['Steve Chou'],mandopop,47.0,272560.0,161.5,4.0,1.0,0.53,0.36,0.49,0.81,0.74,0.94,0.18,72.0,0.37,72.0,0.9
Chen,Tiger Hu,月光,https://open.spotify.com/intl-ja/track/6J6ogtNg7D25SPkWcSV6T7?si=400c3e17d6334d66,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,その他,3RvdkNMcSy71m0aT6UF9Uf,水平線,['back number'],rock,74.0,288013.0,147.66,5.0,0.0,0.57,0.34,0.51,0.5,0.74,0.96,0.22,71.0,0.41,71.0,0.93
Chen,糯米Nomi,调查中,https://open.spotify.com/intl-ja/track/05sD6G0xkuoy2PIKGgZwpL?si=b4d1465d67b14e44,Tired/Sad,Angry/Frustrated,Angry/Frustrated,Tired/Sad,メッセージソング,3QIAwtEEDOrv0g5NKCGrXZ,花束,['back number'],rock,75.0,286053.0,161.5,6.0,1.0,0.53,0.36,0.52,0.8,0.73,0.96,0.18,76.0,0.37,76.0,0.93
Chen,陈粒,易燃易爆炸,https://open.spotify.com/intl-ja/track/3OWTiOvc1numNmjqpKfq3V?si=7f7a5c05a24148b2,Angry/Frustrated,Angry/Frustrated,Tired/Sad,Tired/Sad,メッセージソング,4GqO80eGXA542oTvlYv4LS,ハッピーエンド,['back number'],rock,71.0,314280.0,77.13,9.0,1.0,0.56,0.35,0.39,0.78,0.74,0.96,0.2,38.0,0.78,38.0,0.92
Chen,Katie Sky,Monsters,https://open.spotify.com/intl-ja/track/05Kms0excTlHRel656GZ3U?si=36494bc3c6b94bf6,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,応援ソング,5P8ZvBQoCrujjNcLAxO3Su,クリスマスソング,['back number'],rock,66.0,340080.0,156.61,4.0,1.0,0.52,0.36,0.48,0.81,0.74,0.95,0.19,73.0,0.38,73.0,0.94
Chen,老王樂隊,我還年輕 我還年輕,https://open.spotify.com/intl-ja/track/6cGzTAwvGHsmk4CqIAXoJj?si=261832d1c0124e55,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,その他,7hIfpcdUZcyCKHYy8gp49E,瞬き,['back number'],rock,67.0,325040.0,80.75,10.0,0.0,0.49,0.39,0.44,0.48,0.74,0.93,0.17,39.0,0.74,39.0,0.91
Chen,LaLa Hsu,身騎白馬,https://open.spotify.com/intl-ja/track/5ocA068mvMpA2GFPYQo670?si=5f43ec316d44402e,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,恋愛ソング,0Xn30nT5EKFPsWvpiJ2Iav,オールドファッション,['back number'],rock,68.0,254440.0,89.1,5.0,0.0,0.51,0.37,0.44,0.48,0.73,0.95,0.15,42.0,0.67,42.0,0.92
Chen,Crowd Lu,魚仔,https://open.spotify.com/intl-ja/track/2sb6AZQLeoD3VgA4zglQB6?si=333292d56dd64486,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,家族ソング,4FMz2RFrbDGzJO7K4D0vS3,HAPPY BIRTHDAY,['back number'],rock,72.0,258333.0,147.66,11.0,0.0,0.49,0.37,0.52,0.5,0.74,0.94,0.18,71.0,0.41,71.0,0.95
Chen,A-Mei Chang,血腥愛情故事,https://open.spotify.com/intl-ja/track/5GpTqiVlGhtFiYGDtyUBv0?si=efbed34687ac4787,Angry/Frustrated,Angry/Frustrated,Angry/Frustrated,Angry/Frustrated,恋愛ソング,37rQZTnbIE9JRJYzX2wCiw,わたがし,['back number'],j-rock,59.0,262000.0,123.05,4.0,1.0,0.53,0.36,0.46,0.8,0.74,0.95,0.2,60.0,0.49,60.0,0.94
Chen,Jolin Tsai,玫瑰少年,https://open.spotify.com/intl-ja/track/2uHMTG5xr9Xk7MrXIWrVUH?si=d2d3605894a04c90,Relax/Chill,Angry/Frustrated,Angry/Frustrated,Relax/Chill,メッセージソング,6aZfTPxaGl5BayfBGqdmC2,サイレントマジョリティー,['Keyakizaka46'],j-idol,44.0,265826.0,123.05,8.0,0.0,0.59,0.39,0.49,0.5,0.73,0.94,0.11,58.0,0.49,58.0,0.96
Chen,Eric Chou,永不失聯的愛,https://open.spotify.com/intl-ja/track/46fURCnWErjFdNM2yBJ2c8?si=1bcfea021b614701,Relax/Chill,Tired/Sad,Tired/Sad,Tired/Sad,失恋ソング,1CAIveeC0CUY0KbENoNU3X,不協和音,['Keyakizaka46'],j-idol,50.0,249533.0,120.19,5.0,1.0,0.66,0.4,0.43,0.8,0.75,0.92,0.18,55.0,0.5,55.0,0.96
Chen,Hua Chen Yu,好想爱这个世界啊,https://open.spotify.com/intl-ja/track/4ypoimFPt0SuieiBFWXCqH?si=a078a54ba16f48a4,Tired/Sad,Tired/Sad,Relax/Chill,Relax/Chill,鬱ソング,39qb24UzQYpSohTY9gUz80,ガラスを割れ！,['Keyakizaka46'],j-idol,47.0,222666.0,161.5,4.0,1.0,0.57,0.39,0.44,0.81,0.74,0.94,0.13,79.0,0.37,79.0,0.95
Chen,Steve Chou,冬天的秘密,https://open.spotify.com/intl-ja/track/2ALk5tEmnuBdjJognQLHzQ?si=40543a03c5144ab7,Relax/Chill,Angry/Frustrated,Tired/Sad,Tired/Sad,失恋ソング,2WTurc6P0qxHFfQliKKIpz,風に吹かれても,['Keyakizaka46'],j-idol,45.0,221506.0,126.05,7.0,1.0,0.49,0.34,0.47,0.79,0.75,0.96,0.22,61.0,0.48,61.0,0.96
忠地,BackNumber,水平線,https://open.spotify.com/intl-ja/track/3RvdkNMcSy71m0aT6UF9Uf?si=3053a769e12541d0,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,失恋ソング,5WDKR3hzbHiXWgbMPyOcLk,アンビバレント,['Keyakizaka46'],j-idol,47.0,273866.0,129.2,5.0,0.0,0.55,0.39,0.47,0.5,0.73,0.94,0.13,61.0,0.46,61.0,0.92
忠地,BackNumber,花束,https://open.spotify.com/intl-ja/track/3QIAwtEEDOrv0g5NKCGrXZ?si=e062044222644f4d,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング,2k8cvzkBwoQd8vVxZ7uuRg,黒い羊,['Keyakizaka46'],j-idol,46.0,307600.0,103.36,8.0,1.0,0.54,0.37,0.45,0.79,0.73,0.96,0.13,42.0,0.58,42.0,0.97
