担当者,アーティスト,曲名（optional）,URL,Happy/Excited,Angry/Frustrated,Tired/Sad,Relax/Chill,ジャンル
大林,sumika,DangDingDong,https://open.spotify.com/intl-ja/track/2rJaIORbJFdzGGRG6bqTGN?si=f0bf39d15242490e,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
大林,sumika,familia,https://open.spotify.com/intl-ja/track/7kUCtBg4vALjzmAbLyqVPe?si=1a9528fa975c42bd,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング
大林,YOASOBI,夜に駆ける,https://open.spotify.com/intl-ja/track/6MCjmGYlw6mQVWRFVgBRvB?si=f234b6b71f524461,Happy/Excited,Angry/Frustrated,Tired/Sad,Happy/Excited,メッセージソング
大林,YOASOBI,アイドル,https://open.spotify.com/intl-ja/track/1hAloWiinXLPQUJxrJReb1?si=6f6a8ce6501f464f,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,パーティーソング
大林,YOASOBI,祝福,https://open.spotify.com/intl-ja/track/1VoTe7qVyqyMNLgZpQeugO?si=16549e4d773641e5,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,応援ソング
大林,YOASOBI,勇者,https://open.spotify.com/intl-ja/track/0YTM7bCx451c6LQbkddy4Q?si=c4d1b2b95fe84c63,Angry/Frustrated,Angry/Frustrated,Tired/Sad,Tired/Sad,失恋ソング
大林,YOASOBI,怪物,https://open.spotify.com/intl-ja/track/6uhIF5J5Txaie0is2nXdxU?si=7a0947cdd8ac4836,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,パーティーソング
大林,YOASOBI,あの夢をなぞって,https://open.spotify.com/intl-ja/track/5ptl2PXkiSth54HCuGO7vN?si=902db64b0f754c74,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,失恋ソング
大林,YOASOBI,三原色,https://open.spotify.com/intl-ja/track/3FUCuf498nFHJXFYR1V9Bd?si=7ae50bcf4de2439f,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,恋愛ソング
大林,YOASOBI,ハルカ,https://open.spotify.com/intl-ja/track/6wKmxUeMJAoz2GpMrw95z5?si=686c05a694b94bde,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング
大林,YOASOBI,アドベンチャー,https://open.spotify.com/intl-ja/track/5stUI9U3VGp2j4sbqJEiVI?si=4548f96503fc4799,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,応援ソング
大林,YOASOBI,ばかまじめ,https://open.spotify.com/intl-ja/track/55emtNBnUXszixuQj4Fg6I?si=58c6665136ac4571,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,応援ソング
大林,あいみょん,会いに行くのに,https://open.spotify.com/intl-ja/track/53Hc2k7eomhtV8ubkB6yhZ?si=c4a762b6d26b43f1,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,失恋ソング
大林,あいみょん,ラッキーカラー,https://open.spotify.com/intl-ja/track/2iNLH2YkRdplxPA09jndW6?si=8b207ba00afd4f46,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,メッセージソング
大林,あいみょん,愛を知るまでは,https://open.spotify.com/intl-ja/track/6nR1ME1hJjgEVBPvygLRK2?si=be5ea0e92b1a435e,Relax/Chill,Tired/Sad,Relax/Chill,Relax/Chill,恋愛ソング
大林,あいみょん,空の青さを知る人よ,https://open.spotify.com/intl-ja/track/6pHcxtpwNOIATrwHCL5WNw?si=bc7e233d94a249eb,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,恋愛ソング
大林,あいみょん,ハート,https://open.spotify.com/intl-ja/track/6MkbBtxdVggObSGnqB8miZ?si=ca476a43749e4444,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,恋愛ソング
大林,あいみょん,貴方解剖純愛歌〜死ね〜,https://open.spotify.com/intl-ja/track/2H3bOGOE50qEo5wAYoJiwL?si=08cf390307a84686,Angry/Frustrated,Angry/Frustrated,Angry/Frustrated,Angry/Frustrated,恋愛ソング
大林,あいみょん,裸の心,https://open.spotify.com/intl-ja/track/4Jv7U0JJpbQnOrjtDwDZTZ?si=0dd3b578946f41aa,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング
大林,あいみょん,君はロックを聴かない,https://open.spotify.com/intl-ja/track/59eluCMn0XbOWqeWQ91FTM?si=e545a2df90c44296,Happy/Excited,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング
大林,あいみょん,双葉,https://open.spotify.com/intl-ja/track/66KE3cwbqJjtzjN3ezTmxy?si=b91c866028e44102,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,恋愛ソング
大林,あいみょん,愛を伝えたいだとか,https://open.spotify.com/intl-ja/track/0N8Xztr4pBHJ7V0moJWhbO?si=cd9c6302ab134c7b,Happy/Excited,Angry/Frustrated,Relax/Chill,Happy/Excited,恋愛ソング
大林,いきものがかり,ブルーバード,https://open.spotify.com/intl-ja/track/1WdkBwAsdznWw9xM69KmvR?si=b7eda220ba754342,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング
大林,いきものがかり,コイスルオトメ,https://open.spotify.com/intl-ja/track/1GyOsMcLEZyJrBsT9NDgmr?si=a633a25bf64b4d2a,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング
大林,いきものがかり,気まぐれロマンティック,https://open.spotify.com/intl-ja/track/1Cq6wg5bI7GX70HygA58IV?si=d83203e7913a4260,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング
大林,いきものがかり,笑顔,https://open.spotify.com/intl-ja/track/1dYFiDCkODoBht8HtTuW7E?si=29c3584cf1af49b6,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,メッセージソング
大林,いきものがかり,ありがとう,https://open.spotify.com/intl-ja/track/3hlQBw2Z5YQQqIiX9JmLG4?si=4106c3ccd6f74f2a,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,家族ソング
大林,いきものがかり,ハルウタ,https://open.spotify.com/intl-ja/track/3oicOknczVtpv7ZW6HLQrc?si=b02ad42e137340a5,Angry/Frustrated,Angry/Frustrated,Tired/Sad,Tired/Sad,失恋ソング
大林,いきものがかり,キミがいる,https://open.spotify.com/intl-ja/track/00qifhFE6twSdw9xvoCmqU?si=375880c061d8400d,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,恋愛ソング
大林,いきものがかり,茜色の約束,https://open.spotify.com/intl-ja/track/290VvkzjKPHW6JksM9dxme?si=dc8f97e3ed804b92,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング
大林,いきものがかり,いつだって僕らは,https://open.spotify.com/intl-ja/track/634fGMgXpMTACD6PW1QsPY?si=a2c9dee7f8a44235,Happy/Excited,Happy/Excited,Happy/Excited,Relax/Chill,友情ソング
大林,いきものがかり,GOLDEN GIRL,https://open.spotify.com/intl-ja/track/1c8rNXACV2DxBmhsAL3SDM?si=47ae47216c3245c7,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,応援ソング
大林,GreeeeN,オレンジ,https://open.spotify.com/intl-ja/track/0rduVGD3WmGciFFb6sUScg?si=a3c5a9b8adba4735,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,恋愛ソング
大林,GreeeeN,キセキ,https://open.spotify.com/intl-ja/track/7ztdl6cnbJgHRdMkKldkts?si=2bc489f3ae294acc,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング
大林,GreeeeN,weeeek,https://open.spotify.com/intl-ja/track/5jCZbxp4laBE5MOaofgokR?si=c0eafb6b212143c0,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,応援ソング
大林,GreeeeN,愛唄,https://open.spotify.com/intl-ja/track/7iXHLtPosbHvglVSJ4rxLq?si=27affe3d172949d3,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,恋愛ソング
大林,GreeeeN,あいうえおんがく,https://open.spotify.com/intl-ja/track/6X55BDJGpdqy7gXxtxuk4j?si=4a5609bd43fa4942,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング
大林,GreeeeN,GOOD LUCKY!!!!!,https://open.spotify.com/intl-ja/track/1t0tWrJYxCDKG0sbxigIVR?si=740276c63dd64ee1,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング
大林,GreeeeN,遥か,https://open.spotify.com/intl-ja/track/4wBFubvNAwVox8q4SYXHqU?si=6af2269161f344fc,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,メッセージソング
大林,GreeeeN,扉,https://open.spotify.com/intl-ja/track/24FFEi7NbylKMhQKyEFsP7?si=6ff757948f974075,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,応援ソング
大林,GreeeeN,歩み,https://open.spotify.com/intl-ja/track/3fgngFwcN0wtWsCVqsywBS?si=b6a98f16524a4355,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,応援ソング
大林,GreeeeN,イカロス,https://open.spotify.com/intl-ja/track/4vWmgJkC3ZO2PkqrCjcms4?si=65d1805193e14d19,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,応援ソング
大林,Mrs.GREEN APPLE,ケセラセラ,https://open.spotify.com/intl-ja/track/0teqQ0PYqVDyyXJuPOyMhu?si=1a86637f415141fd,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,応援ソング
大林,Mrs.GREEN APPLE,ライラック,https://open.spotify.com/intl-ja/track/78W4mTLIh4qoLu92W4IQhO?si=ce6dd42a57544360,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング
大林,Mrs.GREEN APPLE,ノニサクウタ,https://open.spotify.com/intl-ja/track/231GsffmLIodIPmieCmoz8?si=9ebb721c6051460b,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,応援ソング
大林,Mrs.GREEN APPLE,StaRt,https://open.spotify.com/intl-ja/track/0ubEkvxVE1Sh4QTBN6b92a?si=3566ae9fa6cf4a5c,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,応援ソング
大林,Mrs.GREEN APPLE,青と夏,https://open.spotify.com/intl-ja/track/5BC6kr6etk2Y9J62AyI4i3?si=9772f775e2914c3e,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,恋愛ソング
大林,Mrs.GREEN APPLE,Soranji,https://open.spotify.com/intl-ja/track/3YML5IHoqWbw9c9vJJvrvM?si=b27c304e19604572,Relax/Chill,Tired/Sad,Relax/Chill,Relax/Chill,応援ソング
大林,Mrs.GREEN APPLE,ダンスホール,https://open.spotify.com/intl-ja/track/4NaaF28BeO9WzjDrSS71Nz?si=a28c66f406754a95,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,メッセージソング
大林,Mrs.GREEN APPLE,私は最強,https://open.spotify.com/intl-ja/track/0AShUU6EUvnSWoqGdheDSA?si=38421224b8834874,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,応援ソング
大林,Mrs.GREEN APPLE,ANTENNA,https://open.spotify.com/intl-ja/track/4ER5mnbHqsvggEcoVMdFSk?si=066ef32c77524e5b,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
大林,Mrs.GREEN APPLE,Magic,https://open.spotify.com/intl-ja/track/170XOP1T4MvY9TLTgPw07D?si=13d43f0c249b45f8,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,応援ソング
大林,JUDY AND MARY,そばかす,https://open.spotify.com/intl-ja/track/5zydI0vRlMI6mrEKgZR8zq?si=c317af75a4114a97,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,失恋ソング
大林,JUDY AND MARY,Over Drive,https://open.spotify.com/intl-ja/track/34GSVqN6ZisP7dBIB20xPm?si=1b95886d771446ea,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,パーティーソング
大林,JUDY AND MARY,散歩道,https://open.spotify.com/intl-ja/track/72DDgSntVmV2Epq3ihPXKO?si=dc583c5e11f142ac,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,パーティーソング
大林,JUDY AND MARY,くじら12号,https://open.spotify.com/intl-ja/track/7nKGUJL9idR3R8LhjYyDMY?si=69a57d106a5140ce,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,パーティーソング
大林,JUDY AND MARY,BLUE TEARS,https://open.spotify.com/intl-ja/track/2GgOi1UVyAhLJ3zFnq59fp?si=610826dd35e7426d,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,恋愛ソング
大林,JUDY AND MARY,ラッキープール,https://open.spotify.com/intl-ja/track/00Z1o8c9lApIYLnlXTfJB4?si=e493fbf82d2f4c53,Happy/Excited,Happy/Excited,Relax/Chill,Relax/Chill,その他
大林,ジッタリン・ジン,夏祭り,https://open.spotify.com/intl-ja/track/07h39XENd96n74PoArgGKs?si=a19982375b374bb4,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,失恋ソング
大林,ジッタリン・ジン,プレゼント,https://open.spotify.com/intl-ja/track/3v3DnRtn8W1NzyAK5P1xRU?si=2f478cda3b3e4d78,Angry/Frustrated,Angry/Frustrated,Tired/Sad,Tired/Sad,失恋ソング
大林,ジッタリン・ジン,にちようび,https://open.spotify.com/intl-ja/track/4uheJXohMGycxDH0qLfKyf?si=36545c08f78b4ffd,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,その他
Chen,SixTONES,Lifetime,https://open.spotify.com/intl-ja/track/710xEhVOddlu0fN4ENOSch?si=87721951faf040db,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング
Chen,SixTONES,NEW WORLD,https://open.spotify.com/intl-ja/track/3T8b6zBv204yuWmseuklFq?si=c3d545573371476b,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
Chen,SixTONES,ST,https://open.spotify.com/intl-ja/track/5p3sxPVvdK2A0gXmNt1S8I?si=65a8f7cde6424892,Happy/Excited,Angry/Frustrated,Happy/Excited,Happy/Excited,応援ソング
Chen,SixTONES,僕が僕じゃないみたいだ,https://open.spotify.com/intl-ja/track/7yM33r2iInRLzzTT0NZfhZ?si=f8f4bb9a1ab94d5e,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング
Chen,SixTONES,共鳴,https://open.spotify.com/intl-ja/track/7D4F95SJpOxKDKvqgFZUIG?si=4199bdec4d594fbc,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,応援ソング
Chen,SixTONES,Good Luck!,https://open.spotify.com/intl-ja/track/5PhGuBzFH9vLwQXn4dWM6L?si=bfea25f3bfb34b21,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
Chen,SixTONES,CREAK,https://open.spotify.com/intl-ja/track/6oSGG8Vyko9k9DIyqDORAM?si=9e9ea5e6601e454f,Angry/Frustrated,Angry/Frustrated,Angry/Frustrated,Happy/Excited,その他
Chen,SixTONES,Only Holy,https://open.spotify.com/intl-ja/track/61DmlOH2R9PTvG8aHclTob?si=fe399bc3a14e4055,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング
Chen,SixTONES,Strawberry Breakfast,https://open.spotify.com/intl-ja/track/3ehic24q14YqItaO7h12hC?si=6cd251dadbce44fd,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,恋愛ソング
Chen,SixTONES,Imitation Rain,https://open.spotify.com/intl-ja/track/03TJRLzsaDf9KqQShGgVg9?si=b5317c5a4deb4850,Relax/Chill,Angry/Frustrated,Tired/Sad,Relax/Chill,その他
Chen,DISH//,五明後日,https://open.spotify.com/intl-ja/track/6JCzU07oW1pH8LtXHjtfGf?si=7f6564a4c8224203,Tired/Sad,Relax/Chill,Tired/Sad,Tired/Sad,鬱ソング
Chen,DISH//,沈丁花,https://open.spotify.com/intl-ja/track/6JpqwdFajjlWIWJ4QD6zBd?si=d8211b74f33a4741,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
Chen,DISH//,万々歳,https://open.spotify.com/intl-ja/track/4TeD8Nm3zF1OFxiQI4xokd?si=afc9e9c4451e49ca,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング
Chen,DISH//,猫,https://open.spotify.com/intl-ja/track/6sIx7Cn37DGEhjy9hBP8Gx?si=0e7a0976b11c479b,Relax/Chill,Tired/Sad,Relax/Chill,Relax/Chill,失恋ソング
Chen,DISH//,DAWN,https://open.spotify.com/intl-ja/track/5V8IyiSsDjTUBktHN7qlhh?si=df81d6f2bb4b419b,Happy/Excited,Relax/Chill,Happy/Excited,Happy/Excited,応援ソング
Chen,DISH//,しわくちゃな雲を抱いて,https://open.spotify.com/intl-ja/track/7DGg065lDV4sAOSGvZhcEO?si=91ae5dcea9d842d6,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング
Chen,DISH//,エンドロールは悲しくない,https://open.spotify.com/intl-ja/track/5t5P8hrL6svTFKfzgMsLZK?si=8a4d1189b52e4332,Happy/Excited,Happy/Excited,Relax/Chill,Happy/Excited,恋愛ソング
Chen,ウォルピスカーター,泥中に咲く,https://open.spotify.com/intl-ja/track/7DPLYlYLWJaJz1gKDJtg50?si=5fdd8c43a2aa45f9,Tired/Sad,Angry/Frustrated,Tired/Sad,Tired/Sad,鬱ソング
Chen,ウォルピスカーター,徒花の涙,https://open.spotify.com/intl-ja/track/77XY1Q4pTbtwOxNs09w1SL?si=3575dc2cf2df45d8,Angry/Frustrated,Angry/Frustrated,Angry/Frustrated,Angry/Frustrated,鬱ソング
Chen,ウォルピスカーター,蜃気楼に求め,https://open.spotify.com/intl-ja/track/3ef8dkE4kWFZnYkH5zUa4V?si=65491ea94a57404f,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,その他
Chen,ウォルピスカーター,雨子,https://open.spotify.com/intl-ja/track/68694pNU9FY4oR2CKw2nLq?si=1bfa4f631c7f4744,Angry/Frustrated,Angry/Frustrated,Tired/Sad,Tired/Sad,鬱ソング
Chen,ウォルピスカーター,晴天前夜,https://open.spotify.com/intl-ja/track/0QZHWfTZ6BlbVh7m0p4wIO?si=8d7cbf89911443a4,Tired/Sad,Relax/Chill,Relax/Chill,Tired/Sad,鬱ソング
Chen,Zhou Shen,可它爱着这个世界,https://open.spotify.com/intl-ja/track/4qgQRauaI3X4EUskbogB7r?si=df83ea09f4dd40ec,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,その他
Chen,Zhou Shen,我，江湖！,https://open.spotify.com/intl-ja/track/4V6aNpKQbmoEbpPEeKteHz?si=e708869271d64b60,Happy/Excited,Happy/Excited,Relax/Chill,Happy/Excited,その他
Chen,Zhou Shen,不群,https://open.spotify.com/intl-ja/track/7LU1ryawADvuQdOeI8dIgf?si=c17d8d01928b4674,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,その他
Chen,Zhou Shen,少管我,https://open.spotify.com/intl-ja/track/5a4SBwm8Q4Wjlr0Mckt8eP?si=475a361d7ba640de,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,パーティーソング
Chen,Zhou Shen,小美满,https://open.spotify.com/intl-ja/track/2SBFE0qlDBhzus5b3qqxBM?si=bff9941f371d4281,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,その他
Chen,Zhou Shen,虚构,https://open.spotify.com/intl-ja/track/0DuvYuVUIgt9wIL8joZw55?si=07dbe849f43248f2,Relax/Chill,Tired/Sad,Tired/Sad,Tired/Sad,鬱ソング
Chen,Zhou Shen,画绢,https://open.spotify.com/intl-ja/track/0cHqvwlWZ2MgjkH2AXUnS0?si=d43ceb90231540dd,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,その他
Chen,Zhou Shen,璀璨冒险人,https://open.spotify.com/intl-ja/track/3RAOcDd4ejTf6Flh7XmAsA?si=f368cffddd904641,Happy/Excited,Relax/Chill,Relax/Chill,Happy/Excited,応援ソング
Chen,Zhou Shen,自己按门铃自己听,https://open.spotify.com/intl-ja/track/7lGT2uMV7ZhaGFaCkBG20I?si=3bb8c621d375485b,Angry/Frustrated,Angry/Frustrated,Tired/Sad,Angry/Frustrated,鬱ソング
Chen,Zhou Shen,大鱼,https://open.spotify.com/intl-ja/track/0FfdtQrD9kT42o6Anv4uDn?si=11566798c2fd4b9f,Tired/Sad,Relax/Chill,Tired/Sad,Tired/Sad,鬱ソング
Chen,Mao Buyi,感觉自己是巨星,https://open.spotify.com/intl-ja/track/0888F3oca9HPY6JGa0jRbh?si=43f28cc341704891,Happy/Excited,Happy/Excited,Relax/Chill,Happy/Excited,その他
Chen,Mao Buyi,消愁,https://open.spotify.com/intl-ja/track/7x3WCjRe4YW0z6W1OxOvc1?si=12afeaf5ba3f451f,Relax/Chill,Tired/Sad,Tired/Sad,Tired/Sad,その他
Chen,Mao Buyi,无问,https://open.spotify.com/intl-ja/track/0AvsoZYyfXNPj264qYb4e1?si=2af69d12f2dc49f4,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,その他
Chen,Mao Buyi,如果有一天我变得很有钱,https://open.spotify.com/intl-ja/track/2jhZ18AkoecbWYsZVzRsUu?si=01e5b130f7e44b3a,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,その他
Chen,Mao Buyi,像我这样的人,https://open.spotify.com/intl-ja/track/7pZYb3XtZ0wMtORwnVY9SE?si=5b213d38b52145eb,Relax/Chill,Tired/Sad,Tired/Sad,Tired/Sad,その他
Chen,Mao Buyi,不染,https://open.spotify.com/intl-ja/track/5KYc5q2RrnMZvyrgPIPl7H?si=7d91048726be4d0b,Tired/Sad,Tired/Sad,Tired/Sad,Tired/Sad,その他
Chen,Mao Buyi,一荤一素,https://open.spotify.com/intl-ja/track/0hc5lxi2djlBYfplTdkPrv?si=36d5f1475f494bfb,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,家族ソング
Chen,Silence Wang,像晴天像雨天,https://open.spotify.com/intl-ja/track/298LjjcBvuQCAlwUWb9dKb?si=9dd324fecd3340db,Relax/Chill,Relax/Chill,Tired/Sad,Tired/Sad,恋愛ソング
Chen,"Silence Wang, BY2",有点甜,https://open.spotify.com/intl-ja/track/5W3jFFv3nhHTXAswzjKfPw?si=0ee194e2305947f9,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング
Chen,Silence Wang,一笑倾城,https://open.spotify.com/intl-ja/track/2g2ijHf5RMKd7Kk67aAsgS?si=4d065d4bbf8240c6,Happy/Excited,Relax/Chill,Happy/Excited,Happy/Excited,恋愛ソング
Chen,Silence Wang,剑魂,https://open.spotify.com/intl-ja/track/74lC7KcsNKiquk4FLvYOPy?si=59f4838f16c44f1c,Happy/Excited,Angry/Frustrated,Relax/Chill,Relax/Chill,その他
Chen,Silence Wang,不分手的恋爱,https://open.spotify.com/intl-ja/track/5LS6LObLmSCFgYXNOsBylg?si=889a97a889a14611,Tired/Sad,Relax/Chill,Happy/Excited,Tired/Sad,失恋ソング
Chen,Silence Wang,年轮,https://open.spotify.com/intl-ja/track/7pSHVmCVBw8QJyH8tK89lx?si=f04846b00c35404b,Relax/Chill,Angry/Frustrated,Tired/Sad,Relax/Chill,失恋ソング
Chen,Silence Wang,全世界陪我失眠,https://open.spotify.com/intl-ja/track/37p4DPyJObyhQKEnrpsZ5d?si=67ddf37c36ae4686,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,その他
Chen,sodagreen,小情歌,https://open.spotify.com/intl-ja/track/4FhJ7YSRxATHnaRg4nGs6t?si=0ddd76e2075d454b,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング
Chen,sodagreen,下雨的夜晚,https://open.spotify.com/intl-ja/track/0SH79vh3rXHDWFwerUsAkZ?si=70ddb862a76a4b73,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,失恋ソング
Chen,sodagreen,當我們一起走過,https://open.spotify.com/intl-ja/track/1aIDmi7GhfDSVGzsPH3cV4?si=9a047560e18f401c,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,友情ソング
Chen,吳青峰,起風了,https://open.spotify.com/intl-ja/track/6yh3aP8HuImur7v8p1P8fz?si=ea92cd810f944811,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,その他
Chen,Jay Chou,聽媽媽的話,https://open.spotify.com/intl-ja/track/4GKpv9f2Rqa9rThTJVivSM?si=1cf982622d09482e,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,家族ソング
Chen,Jay Chou,青花瓷,https://open.spotify.com/intl-ja/track/10VuSw48iPN2UK2xX9Y6P0?si=becabe6b304c44be,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング
Chen,Jay Chou,稻香,https://open.spotify.com/intl-ja/track/69pyHCoBn4Ki0BzDJ2xPGI?si=0776b36fea6b4f44,Happy/Excited,Happy/Excited,Relax/Chill,Happy/Excited,応援ソング
Chen,Jay Chou,煙花易冷,https://open.spotify.com/intl-ja/track/24beWW0pQCJEF3IVSpIryu?si=7eddb7b92d0843d0,Tired/Sad,Tired/Sad,Tired/Sad,Tired/Sad,失恋ソング
Chen,Jay Chou,菊花台,https://open.spotify.com/intl-ja/track/6VqSodZ70QwolYazh1TObB?si=0c7211fb4d9c4d47,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,恋愛ソング
Chen,Jay Chou,告白氣球,https://open.spotify.com/intl-ja/track/2tqF9MPNdYdJU70U0ULO23?si=b17acea17797452a,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング
Chen,Jay Chou,蘭亭序,https://open.spotify.com/intl-ja/track/0nFB06940icgftyz7019el?si=cf660d1336524b43,Relax/Chill,Relax/Chill,Tired/Sad,Relax/Chill,その他
Chen,F.I.R.,千年之戀,https://open.spotify.com/intl-ja/track/6J3YmODloSi669U6cKbtTH?si=508d395422894325,Angry/Frustrated,Angry/Frustrated,Tired/Sad,Tired/Sad,恋愛ソング
Chen,F.I.R.,月牙灣,https://open.spotify.com/intl-ja/track/1b5IRT3iraxjHOsKZx93sW?si=44df80de327249c1,Happy/Excited,Relax/Chill,Relax/Chill,Relax/Chill,恋愛ソング
Chen,F.I.R.,我們的愛,https://open.spotify.com/intl-ja/track/0Q4YuuiCuxIIKUw2fb1cmV?si=2878d6a1db734c66,Tired/Sad,Angry/Frustrated,Tired/Sad,Tired/Sad,失恋ソング
Chen,Green Day,Boulevard of Broken Dreams,https://open.spotify.com/intl-ja/track/5GorCbAP4aL0EJ16frG2hd?si=55468b3b15994b25,Happy/Excited,Angry/Frustrated,Tired/Sad,Happy/Excited,鬱ソング
Chen,Green Day,Wake Me up When September Ends,https://open.spotify.com/intl-ja/track/5GajMY3svgJJa8UfbyNFpu?si=be46454e38f545ae,Relax/Chill,Relax/Chill,Tired/Sad,Tired/Sad,家族ソング
Chen,Green Day,21 Guns,https://open.spotify.com/intl-ja/track/4pu474fFUC7hgBBIf2W0S8?si=dcd61908d71a4f5b,Relax/Chill,Relax/Chill,Relax/Chill,Relax/Chill,メッセージソング
Chen,Green Day,American Idiot,https://open.spotify.com/intl-ja/track/6HlE0n2QzYKa5A9pEzW7ZU?si=a7d4707e74294647,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング
Chen,Green Day,Holiday,https://open.spotify.com/intl-ja/track/0lvhEsN1zkMzfp2M1o17yy?si=929ef159c6044315,Happy/Excited,Angry/Frustrated,Relax/Chill,Happy/Excited,メッセージソング
